"","state.name","number","ten","random_sample"
"1",Alabama,53,5,c(31, 6, 24, 12, 45)
"2",Alaska,9,3,c(9, 8, 1)
"3",Arizona,53,5,c(49, 45, 32, 35, 27)
"4",Arkansas,37,4,c(1, 13, 20, 5)
"5",California,149,15,c(104, 82, 4, 72, 118, 87, 62, 7, 128, 21, 81, 66, 43, 126, 130)
"6",Colorado,58,6,c(12, 48, 11, 53, 2, 29)
"7",Connecticut,21,3,c(3, 12, 9)
"8",Delaware,6,3,c(2, 6, 3)
"9",Florida,161,16,c(160, 9, 58, 106, 127, 57, 121, 54, 92, 72, 140, 84, 148, 141, 67, 19)
"10",Georgia,91,9,c(8, 13, 4, 18, 49, 77, 90, 31, 64)
"11",Hawaii,6,3,c(1, 5, 4)
"12",Idaho,19,3,c(17, 8, 11)
"13",Illinois,86,9,c(63, 21, 70, 76, 60, 56, 45, 41, 11)
"14",Indiana,98,10,c(57, 21, 93, 31, 18, 23, 94, 14, 12, 54)
"15",Iowa,49,5,c(33, 2, 46, 45, 12)
"16",Kansas,37,4,c(4, 27, 12, 11)
"17",Kentucky,54,5,c(7, 48, 31, 49, 21)
"18",Louisiana,29,3,c(7, 16, 19)
"19",Maine,11,3,c(1, 6, 11)
"20",Maryland,48,5,c(11, 9, 34, 28, 13)
"21",Massachusetts,25,3,c(17, 16, 19)
"22",Michigan,99,10,c(54, 47, 82, 29, 99, 79, 58, 72, 13, 95)
"23",Minnesota,77,8,c(57, 2, 8, 28, 11, 35, 21, 71)
"24",Mississippi,29,3,c(3, 4, 11)
"25",Missouri,69,7,c(44, 14, 20, 41, 65, 59, 13)
"26",Montana,18,3,c(5, 11, 8)
"27",Nebraska,20,3,c(18, 6, 2)
"28",Nevada,7,3,c(7, 1, 5)
"29",New Hampshire,15,3,c(9, 11, 15)
"30",New Jersey,37,4,c(28, 25, 17, 5)
"31",New Mexico,22,3,c(12, 19, 17)
"32",New York,107,11,c(49, 56, 52, 107, 57, 47, 99, 106, 36, 73, 53)
"33",North Carolina,83,8,c(64, 12, 49, 70, 16, 3, 73, 44)
"34",North Dakota,7,3,c(1, 7, 3)
"35",Ohio,119,12,c(25, 5, 81, 61, 87, 115, 95, 28, 23, 49, 108, 111)
"36",Oklahoma,48,5,c(20, 44, 19, 13, 14)
"37",Oregon,43,4,c(42, 22, 6, 16)
"38",Pennsylvania,125,12,c(53, 74, 103, 27, 100, 47, 18, 11, 105, 12, 45, 41)
"39",Rhode Island,3,3,c(2, 3, 1)
"40",South Carolina,32,3,c(1, 18, 14)
"41",South Dakota,11,3,c(9, 7, 8)
"42",Tennessee,65,6,c(28, 38, 6, 34, 44, 9)
"43",Texas,203,20,c(46, 165, 142, 129, 114, 197, 174, 147, 116, 162, 51, 200, 201, 185, 36, 193, 49, 175, 63, 118)
"44",Utah,7,3,c(5, 4, 7)
"45",Vermont,8,3,c(3, 6, 1)
"46",Virginia,51,5,c(48, 41, 22, 21, 23)
"47",Washington,47,5,c(17, 23, 4, 15, 38)
"48",West Virginia,14,3,c(4, 12, 3)
"49",Wisconsin,57,6,c(32, 19, 38, 46, 49, 13)
"50",Wyoming,12,3,c(6, 7, 3)
